"no","time_date","time_hours","sourceip","destinationip","protocol","length","info","info_cont1","info_cont2","info_cont3","info_cont4","info_cont5","info_cont6","info_cont7","__dt"
"3591","1970-01-01","00:51:55.374442","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3639","1970-01-01","00:52:13.376143","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3589","1970-01-01","00:51:54.624559","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3711","1970-01-01","00:55:14.722352","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3700","1970-01-01","00:54:21.634794","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3762","1970-01-01","00:56:27.537125","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3650","1970-01-01","00:53:38.944968","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3763","1970-01-01","00:56:27.817599","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3773","1970-01-01","00:57:51.959694","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3767","1970-01-01","00:56:29.876153","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3842","1970-01-01","00:59:52.031575","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3830","1970-01-01","00:58:38.082563","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3774","1970-01-01","00:57:52.219555","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3902","1970-01-01","01:01:27.318382","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3835","1970-01-01","00:59:04.698704","PcsCompu_53:c0:11","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.119","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3897","1970-01-01","01:00:46.319494","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3901","1970-01-01","01:01:20.068063","PcsCompu_53:c0:11","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.119","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3907","1970-01-01","01:01:55.358669","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3915","1970-01-01","01:02:27.104158","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3963","1970-01-01","01:02:54.626873","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3917","1970-01-01","01:02:27.424569","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4035","1970-01-01","01:06:07.792646","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4025","1970-01-01","01:05:02.864778","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4019","1970-01-01","01:04:45.889549","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4045","1970-01-01","01:06:07.795812","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4053","1970-01-01","01:06:08.780530","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4054","1970-01-01","01:06:08.794635","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4056","1970-01-01","01:06:08.797204","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4057","1970-01-01","01:06:08.798553","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4059","1970-01-01","01:06:09.795952","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4062","1970-01-01","01:06:09.802683","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4070","1970-01-01","01:06:10.298348","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4046","1970-01-01","01:06:08.056122","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4066","1970-01-01","01:06:10.288719","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4082","1970-01-01","01:06:12.521766","CZNICzsp_00:0f:72","Broadcast","ARP","60","Who","has","192.168.1.125?","Tell","192.168.1.1","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4072","1970-01-01","01:06:10.789691","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4121","1970-01-01","01:06:20.918586","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4130","1970-01-01","01:06:21.794984","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4134","1970-01-01","01:06:21.804662","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4180","1970-01-01","01:06:32.816118","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4186","1970-01-01","01:06:33.291496","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4190","1970-01-01","01:06:33.311124","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4243","1970-01-01","01:06:44.788450","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4247","1970-01-01","01:06:44.817959","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4293","1970-01-01","01:06:55.829295","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4298","1970-01-01","01:06:56.295146","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4126","1970-01-01","01:06:21.309863","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4302","1970-01-01","01:06:56.324056","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4351","1970-01-01","01:07:07.336158","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4236","1970-01-01","01:06:44.322367","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4360","1970-01-01","01:07:07.831109","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4363","1970-01-01","01:07:09.480643","PcsCompu_5d:86:c6","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.121","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4415","1970-01-01","01:07:20.288371","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4375","1970-01-01","01:07:11.110673","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4421","1970-01-01","01:07:41.055638","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4422","1970-01-01","01:07:41.316051","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4426","1970-01-01","01:07:50.483704","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4408","1970-01-01","01:07:18.842909","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4427","1970-01-01","01:07:50.613350","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4438","1970-01-01","01:09:04.810288","PcsCompu_53:c0:11","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.119","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4356","1970-01-01","01:07:07.792159","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4436","1970-01-01","01:09:01.510647","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4441","1970-01-01","01:09:09.669405","PcsCompu_5d:86:c6","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.121","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4452","1970-01-01","01:09:09.975759","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4442","1970-01-01","01:09:09.973116","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4453","1970-01-01","01:09:10.238264","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4457","1970-01-01","01:09:10.974164","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4464","1970-01-01","01:09:11.431347","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4468","1970-01-01","01:09:11.976059","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.125?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4471","1970-01-01","01:09:12.451746","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4459","1970-01-01","01:09:10.977775","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4475","1970-01-01","01:09:12.969667","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4479","1970-01-01","01:09:13.469765","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4514","1970-01-01","01:09:19.351959","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4535","1970-01-01","01:10:20.625118","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4534","1970-01-01","01:10:20.127529","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4556","1970-01-01","01:11:20.143870","PcsCompu_53:c0:11","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.119","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4458","1970-01-01","01:09:10.976501","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4590","1970-01-01","01:11:27.599677","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4596","1970-01-01","01:11:41.258991","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4660","1970-01-01","01:13:35.829625","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4602","1970-01-01","01:11:55.320814","PcsCompu_0a:a9:9c","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.117","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4609","1970-01-01","01:13:18.620824","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4733","1970-01-01","01:15:44.064939","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4597","1970-01-01","01:11:41.521210","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4667","1970-01-01","01:14:18.386789","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4737","1970-01-01","01:16:00.864131","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4676","1970-01-01","01:14:56.681835","PcsCompu_44:99:65","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.125","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4741","1970-01-01","01:16:18.449917","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4803","1970-01-01","01:17:52.271453","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4752","1970-01-01","01:17:26.016519","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4751","1970-01-01","01:17:25.736717","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.1?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4815","1970-01-01","01:19:04.698283","PcsCompu_53:c0:11","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.119","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4822","1970-01-01","01:19:25.819045","PcsCompu_b4:73:3e","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.127","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4871","1970-01-01","01:19:57.872763","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4887","1970-01-01","01:19:58.941334","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.126?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4882","1970-01-01","01:19:57.941877","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4888","1970-01-01","01:19:58.943909","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4892","1970-01-01","01:19:59.097936","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"Address","Resolution","Protocol","(ARP","Probe)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4895","1970-01-01","01:19:59.942544","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.126?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4898","1970-01-01","01:20:00.118681","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4904","1970-01-01","01:20:00.486375","Google_45:9f:1a","Broadcast","ARP","60","Who","has","192.168.1.179?","Tell","192.168.1.190","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4908","1970-01-01","01:20:00.615789","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4902","1970-01-01","01:20:00.445901","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4872","1970-01-01","01:19:57.939245","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.126?","(ARP","Probe)","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4962","1970-01-01","01:20:11.625836","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4909","1970-01-01","01:20:00.945979","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4966","1970-01-01","01:20:11.944618","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"169","1970-01-01","00:00:51.723740","192.168.1.179","239.255.255.250","SSDP","174","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4911","1970-01-01","01:20:01.911932","CZNICzsp_00:0f:72","Broadcast","ARP","60","Who","has","192.168.1.126?","Tell","192.168.1.1","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"168","1970-01-01","00:00:49.720822","192.168.1.179","239.255.255.250","SSDP","179","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4969","1970-01-01","01:20:12.122016","PcsCompu_9d:05:4d","Broadcast","ARP","42","Who","has","192.168.1.2?","Tell","192.168.1.126","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"173","1970-01-01","00:00:53.728151","192.168.1.179","239.255.255.250","SSDP","175","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"174","1970-01-01","00:00:55.731644","192.168.1.179","239.255.255.250","SSDP","143","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"180","1970-01-01","00:01:11.799634","192.168.1.179","239.255.255.250","SSDP","335","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"179","1970-01-01","00:01:11.797833","192.168.1.179","239.255.255.250","SSDP","295","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"181","1970-01-01","00:01:11.799645","192.168.1.179","239.255.255.250","SSDP","289","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"236","1970-01-01","00:03:01.943351","192.168.1.179","239.255.255.250","SSDP","175","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"233","1970-01-01","00:02:59.941686","192.168.1.179","239.255.255.250","SSDP","174","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"232","1970-01-01","00:02:57.935031","192.168.1.179","239.255.255.250","SSDP","179","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"238","1970-01-01","00:03:03.948915","192.168.1.179","239.255.255.250","SSDP","143","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"245","1970-01-01","00:03:41.095984","192.168.1.179","239.255.255.250","SSDP","295","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"246","1970-01-01","00:03:41.096007","192.168.1.179","239.255.255.250","SSDP","335","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"298","1970-01-01","00:05:08.170948","192.168.1.179","239.255.255.250","SSDP","174","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"299","1970-01-01","00:05:10.175678","192.168.1.179","239.255.255.250","SSDP","175","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"295","1970-01-01","00:05:06.167055","192.168.1.179","239.255.255.250","SSDP","179","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"419","1970-01-01","00:06:11.415247","192.168.1.179","239.255.255.250","SSDP","295","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"420","1970-01-01","00:06:11.417966","192.168.1.179","239.255.255.250","SSDP","335","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"247","1970-01-01","00:03:41.096405","192.168.1.179","239.255.255.250","SSDP","289","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"301","1970-01-01","00:05:12.181569","192.168.1.179","239.255.255.250","SSDP","143","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"433","1970-01-01","00:07:14.382619","192.168.1.179","239.255.255.250","SSDP","179","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"434","1970-01-01","00:07:16.390634","192.168.1.179","239.255.255.250","SSDP","174","M-SEARCH","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"421","1970-01-01","00:06:11.417982","192.168.1.179","239.255.255.250","SSDP","289","NOTIFY","*","HTTP/1.1","NULL","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
