"no","time_date","time_hours","sourceip","destinationip","protocol","length","info","info_cont1","info_cont2","info_cont3","info_cont4","info_cont5","info_cont6","info_cont7","__dt"
"3572","1970-01-01","00:50:30.100351","192.168.1.124","192.168.1.255","NBNS","92","Name","query","NB","WPAD<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3573","1970-01-01","00:50:30.289424","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3570","1970-01-01","00:50:29.348829","192.168.1.124","192.168.1.255","NBNS","92","Name","query","NB","WPAD<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3577","1970-01-01","00:50:50.117761","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3578","1970-01-01","00:50:50.866825","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3579","1970-01-01","00:50:51.618497","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3580","1970-01-01","00:51:05.778881","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3582","1970-01-01","00:51:07.280827","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3574","1970-01-01","00:50:31.038656","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3581","1970-01-01","00:51:06.529626","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3640","1970-01-01","00:52:28.884058","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3641","1970-01-01","00:52:29.630667","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3644","1970-01-01","00:52:46.486903","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3642","1970-01-01","00:52:30.380618","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3646","1970-01-01","00:52:47.985465","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3645","1970-01-01","00:52:47.234850","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3648","1970-01-01","00:53:01.665286","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3649","1970-01-01","00:53:02.416181","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3647","1970-01-01","00:53:00.922603","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3702","1970-01-01","00:54:24.377775","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3705","1970-01-01","00:54:39.321882","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3703","1970-01-01","00:54:25.125034","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3704","1970-01-01","00:54:25.875861","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3706","1970-01-01","00:54:40.066829","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3709","1970-01-01","00:54:53.856274","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3707","1970-01-01","00:54:40.817758","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3710","1970-01-01","00:54:54.607413","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3708","1970-01-01","00:54:53.107473","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3722","1970-01-01","00:56:12.545426","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3731","1970-01-01","00:56:14.041600","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3727","1970-01-01","00:56:13.290865","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3768","1970-01-01","00:56:30.114496","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3765","1970-01-01","00:56:29.373335","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3769","1970-01-01","00:56:30.865782","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3771","1970-01-01","00:56:45.586740","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3770","1970-01-01","00:56:44.842424","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3777","1970-01-01","00:58:04.780695","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3775","1970-01-01","00:58:03.288505","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3772","1970-01-01","00:56:46.338205","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3785","1970-01-01","00:58:17.957490","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3787","1970-01-01","00:58:18.700704","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3776","1970-01-01","00:58:04.029739","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3823","1970-01-01","00:58:30.642973","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3790","1970-01-01","00:58:19.452326","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3824","1970-01-01","00:58:31.388932","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3826","1970-01-01","00:58:32.140679","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3840","1970-01-01","00:59:50.613607","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3845","1970-01-01","01:00:08.709500","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3844","1970-01-01","01:00:07.958766","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3843","1970-01-01","00:59:52.115422","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3841","1970-01-01","00:59:51.364618","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3846","1970-01-01","01:00:09.460202","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3856","1970-01-01","01:00:23.261494","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3862","1970-01-01","01:00:24.761960","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3860","1970-01-01","01:00:24.011218","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3904","1970-01-01","01:01:42.233305","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3903","1970-01-01","01:01:41.490770","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3905","1970-01-01","01:01:42.984328","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3909","1970-01-01","01:01:59.518514","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3908","1970-01-01","01:01:58.776929","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3911","1970-01-01","01:02:00.269556","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3913","1970-01-01","01:02:15.821988","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3912","1970-01-01","01:02:15.071591","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3914","1970-01-01","01:02:16.572869","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3966","1970-01-01","01:03:41.775641","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3965","1970-01-01","01:03:41.024560","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3970","1970-01-01","01:03:56.146101","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3964","1970-01-01","01:03:40.276781","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3971","1970-01-01","01:03:56.897366","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3973","1970-01-01","01:04:09.914959","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3972","1970-01-01","01:03:57.648466","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3975","1970-01-01","01:04:11.408265","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"3974","1970-01-01","01:04:10.656664","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4026","1970-01-01","01:05:30.669131","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4027","1970-01-01","01:05:31.413346","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4028","1970-01-01","01:05:32.164241","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4030","1970-01-01","01:05:45.263002","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4029","1970-01-01","01:05:44.513634","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4033","1970-01-01","01:06:00.875428","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4031","1970-01-01","01:05:46.014193","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4032","1970-01-01","01:06:00.132803","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4034","1970-01-01","01:06:01.626739","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4414","1970-01-01","01:07:20.095907","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4416","1970-01-01","01:07:20.840439","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4417","1970-01-01","01:07:21.591413","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4418","1970-01-01","01:07:36.423499","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4423","1970-01-01","01:07:49.300567","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4424","1970-01-01","01:07:50.042744","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4419","1970-01-01","01:07:37.174336","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4420","1970-01-01","01:07:37.930327","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4460","1970-01-01","01:09:11.163988","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4474","1970-01-01","01:09:12.661338","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4428","1970-01-01","01:07:50.793853","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4467","1970-01-01","01:09:11.910141","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4528","1970-01-01","01:09:31.008893","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4530","1970-01-01","01:09:32.510147","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4529","1970-01-01","01:09:31.758637","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4533","1970-01-01","01:09:51.066517","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4531","1970-01-01","01:09:49.570285","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4543","1970-01-01","01:11:12.843785","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4538","1970-01-01","01:11:11.350224","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4542","1970-01-01","01:11:12.092953","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4532","1970-01-01","01:09:50.315482","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4593","1970-01-01","01:11:28.136277","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4594","1970-01-01","01:11:28.886743","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4595","1970-01-01","01:11:29.637942","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4599","1970-01-01","01:11:46.111621","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4598","1970-01-01","01:11:45.364028","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4606","1970-01-01","01:13:10.277870","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4608","1970-01-01","01:13:11.775437","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4600","1970-01-01","01:11:46.862959","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4607","1970-01-01","01:13:11.023843","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4645","1970-01-01","01:13:30.762452","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4639","1970-01-01","01:13:30.014463","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4666","1970-01-01","01:13:54.356294","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4648","1970-01-01","01:13:31.513373","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4664","1970-01-01","01:13:52.859887","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4665","1970-01-01","01:13:53.605428","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4673","1970-01-01","01:14:52.385609","192.168.1.125","192.168.1.255","NBNS","92","Name","query","NB","WPAD<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4674","1970-01-01","01:14:53.136443","192.168.1.125","192.168.1.255","NBNS","92","Name","query","NB","WPAD<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4675","1970-01-01","01:14:53.887477","192.168.1.125","192.168.1.255","NBNS","92","Name","query","NB","WPAD<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4680","1970-01-01","01:15:13.289681","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4682","1970-01-01","01:15:14.791825","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4683","1970-01-01","01:15:28.400392","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4684","1970-01-01","01:15:29.142614","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4681","1970-01-01","01:15:14.040454","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4734","1970-01-01","01:15:44.669802","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4735","1970-01-01","01:15:45.416367","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4688","1970-01-01","01:15:29.893668","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4745","1970-01-01","01:17:09.666677","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4744","1970-01-01","01:17:08.916824","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4746","1970-01-01","01:17:10.417998","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4749","1970-01-01","01:17:24.188120","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4750","1970-01-01","01:17:24.938820","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4748","1970-01-01","01:17:23.444063","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4773","1970-01-01","01:17:38.188203","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4778","1970-01-01","01:17:38.929127","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4779","1970-01-01","01:17:39.679905","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4811","1970-01-01","01:19:01.197836","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4812","1970-01-01","01:19:01.948182","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4813","1970-01-01","01:19:02.699394","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","GOOGLE.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4736","1970-01-01","01:15:46.166966","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4819","1970-01-01","01:19:19.338064","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4823","1970-01-01","01:19:33.634390","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4820","1970-01-01","01:19:20.084476","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","BING.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4825","1970-01-01","01:19:35.135879","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
"4824","1970-01-01","01:19:34.385422","192.168.1.113","192.168.1.255","NBNS","92","Name","query","NB","YAHOO.COM<00>","NULL","NULL","NULL","NULL","2021-02-15 00:00:00.000"
